index,accommodates,amenities,availability_30,bathrooms,bed_type,bedrooms,beds,calculated_host_listings_count,cancellation_policy,guests_included,has_availability,host_is_superhost,host_listings_count,instant_bookable,latitude(North),longitude(East),maximum_nights,number_of_reviews,property_type,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_rating,review_scores_value,room_type,amenities__Wireless_Internet,amenities__Fire_Extinguisher,amenities__Laptop_Friendly_Workspace,amenities__Heating,amenities__Wheelchair_Accessible,amenities__Elevator_in_Building,amenities__Dog(s),amenities__Cat(s),amenities__Washer_/_Dryer,amenities__Smoking_Allowed,amenities__First_Aid_Kit,amenities__Pets_live_on_this_property,amenities__Pool,amenities__Lock_on_Bedroom_Door,amenities__Smoke_Detector,amenities__Shampoo,amenities__Buzzer/Wireless_Intercom,amenities__Safety_Card,amenities__Breakfast,amenities__Other_pet(s),amenities__Indoor_Fireplace,amenities__Iron,amenities__Hair_Dryer,amenities__Gym,amenities__Family/Kid_Friendly,amenities__Internet,amenities__Hot_Tub,amenities__Washer,amenities__Dryer,amenities__Pets_Allowed,amenities__24-Hour_Check-in,amenities__Cable_TV,amenities__Air_Conditioning,amenities__Hangers,amenities__Doorman,amenities__Essentials,amenities__Carbon_Monoxide_Detector,amenities__Suitable_for_Events,amenities__Free_Parking_on_Premises,amenities__TV,amenities__Kitchen,lbl_bed_type,lbl_cancellation_policy,lbl_has_availability,lbl_host_is_superhost,lbl_instant_bookable,lbl_property_type,lbl_room_type,index,price
30,2,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,Shampoo}",30,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,f,22.71518174,114.2954179,1125,0,House,9.0,9.0,9.0,95.0,9.0,Private room,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,4,0,0,0,0,9,1,30,70.0
31,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",23,1.5,Real Bed,1.0,1.0,1,flexible,2,t,f,1.0,f,22.68518077,114.3302864,1125,0,House,9.0,9.0,9.0,95.0,9.0,Private room,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,4,0,0,0,0,9,1,31,36.0
32,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",30,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,2.0,f,22.74245886,114.2989583,1125,0,House,9.0,9.0,9.0,95.0,9.0,Private room,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,4,0,0,0,0,9,1,32,110.0
33,1,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",0,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,f,22.7088574,114.2789097,1125,0,House,9.0,9.0,9.0,95.0,9.0,Private room,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,4,0,0,0,0,9,1,33,200.0
34,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""Lock on Bedroom Door""}",7,1.5,Real Bed,1.0,1.0,1,moderate,1,t,t,1.0,f,22.71334919,114.2925267,1125,16,House,10.0,10.0,9.0,93.0,9.0,Private room,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,4,1,0,2,0,9,1,34,34.0
35,4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Gym,Breakfast,""Elevator in Building"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}",30,1.0,Real Bed,1.0,1.0,1,flexible,4,t,f,1.0,f,22.72080476,114.0676658,1125,2,Townhouse,9.0,10.0,10.0,100.0,10.0,Private room,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,4,0,0,0,0,15,1,35,59.0
36,2,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Dryer}",30,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,f,22.68743222,114.0313216,1125,0,House,9.0,9.0,9.0,95.0,9.0,Private room,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,4,0,0,0,0,9,1,36,155.0
37,10,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",22,3.5,Real Bed,4.0,5.0,2,strict,1,t,f,301.0,f,22.73201262,114.0614042,1125,1,House,10.0,10.0,10.0,80.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,4,3,0,0,0,9,0,37,700.0
38,12,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",25,3.5,Real Bed,4.0,5.0,2,strict,1,t,f,301.0,f,22.73179758,114.049507,1125,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,4,3,0,0,0,9,0,38,819.0
39,10,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",0,2.0,Real Bed,3.0,3.0,7,strict,1,t,f,339.0,f,22.73605066,114.0597691,165,2,House,8.0,10.0,10.0,80.0,8.0,Entire home/apt,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,4,3,0,0,0,9,0,39,1200.0
40,8,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Indoor Fireplace"",""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer}",30,4.5,Real Bed,4.0,4.0,1,strict,10,t,f,1.0,f,22.72387534,114.0306998,1125,6,House,9.0,8.0,9.0,87.0,7.0,Entire home/apt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,4,3,0,0,0,9,0,40,1250.0
41,2,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",26,1.0,Real Bed,1.0,1.0,1,strict,1,t,f,1.0,t,22.74740068,114.0687079,1125,1,Apartment,9.0,9.0,9.0,95.0,9.0,Private room,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,4,3,0,0,1,0,1,41,250.0
42,6,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",30,1.0,Real Bed,1.0,2.0,1,flexible,1,t,f,1.0,f,22.73319908,114.060818,1125,0,Bed & Breakfast,9.0,9.0,9.0,95.0,9.0,Private room,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,4,0,0,0,0,1,1,42,300.0
43,8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",0,4.0,Real Bed,4.0,5.0,1,flexible,1,t,f,1.0,f,22.71401944,114.0601983,1125,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,4,0,0,0,0,9,0,43,800.0
44,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron}",25,1.0,Real Bed,1.0,1.0,2,strict,2,t,t,2.0,t,22.73399907,114.0531357,30,9,House,10.0,10.0,10.0,100.0,10.0,Private room,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,4,3,0,2,1,9,1,44,85.0
45,8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",21,4.0,Real Bed,4.0,5.0,1,moderate,1,t,f,1.0,f,22.69722697,114.052588,1125,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,4,1,0,0,0,9,0,45,600.0
46,5,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",25,2.5,Real Bed,4.0,3.0,1,flexible,1,t,f,1.0,f,22.71241256,114.045691,1125,1,House,10.0,10.0,10.0,80.0,10.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,4,0,0,0,0,9,0,46,200.0
47,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",0,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,t,22.72286142,114.0672642,1125,0,Condominium,9.0,9.0,9.0,95.0,9.0,Private room,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,4,0,0,0,1,7,1,47,1000.0
48,16,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",26,6.0,Real Bed,6.0,9.0,6,strict,12,t,f,14.0,f,22.68144348,114.0143327,1125,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,4,3,0,0,0,9,0,48,1650.0
49,8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",21,2.5,Real Bed,3.0,4.0,2,strict,1,t,f,301.0,f,22.73210581,114.0503709,1125,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,4,3,0,0,0,9,0,49,629.0
50,8,"{TV,""Air Conditioning"",Kitchen,""Pets Allowed"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",6,2.0,Real Bed,3.0,3.0,1,flexible,2,t,f,2.0,t,22.75620409,114.0514204,1125,3,House,8.0,10.0,10.0,100.0,8.0,Entire home/apt,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,4,0,0,0,1,9,0,50,225.0
51,8,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",15,3.0,Real Bed,3.0,4.0,2,strict,1,t,f,301.0,f,22.73561217,114.0588531,1125,1,House,10.0,10.0,10.0,80.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,4,3,0,0,0,9,0,51,469.0
52,8,{},30,0.0,Real Bed,4.0,0.0,1,flexible,1,t,f,1.0,f,22.67716895,114.0159925,1125,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,52,1500.0
53,16,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",23,2.0,Real Bed,4.0,12.0,1,strict,16,t,f,1.0,f,22.66825363,114.022046,1125,7,House,10.0,9.0,9.0,97.0,10.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,4,3,0,0,0,9,0,53,565.0
54,7,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Dryer,Essentials}",22,3.0,Real Bed,3.0,4.0,1,flexible,1,t,f,1.0,f,22.66967864,114.0167261,14,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,4,0,0,0,0,9,0,54,250.0
55,7,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",30,2.5,Real Bed,4.0,3.0,1,flexible,1,t,f,1.0,f,22.71344248,114.0446966,1125,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,4,0,0,0,0,9,0,55,499.0
56,16,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",26,3.0,Real Bed,5.0,11.0,1,strict,4,t,f,1.0,f,22.66980807,114.0241556,30,4,House,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,4,3,0,0,0,9,0,56,599.0
57,4,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets live on this property"",Heating,""Smoke Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",11,1.0,Real Bed,2.0,2.0,1,moderate,0,t,f,1.0,f,22.75658034,114.0544827,1125,15,Apartment,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,4,1,0,0,0,0,0,57,149.0
58,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door""}",26,1.0,Real Bed,1.0,1.0,2,strict,2,t,t,2.0,f,22.73211699,114.0513121,30,10,House,10.0,10.0,10.0,100.0,10.0,Private room,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,4,3,0,2,0,9,1,58,85.0
59,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",17,1.0,Real Bed,1.0,1.0,1,flexible,0,t,f,1.0,t,22.56416471,114.0273193,30,0,Bungalow,9.0,9.0,9.0,95.0,9.0,Private room,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,4,0,0,0,1,3,1,59,110.0
60,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",0,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,f,22.56292109,114.0319698,1125,2,House,9.0,10.0,10.0,90.0,10.0,Private room,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,4,0,0,0,0,9,1,60,48.0
61,2,"{TV,""Wireless Internet"",""Air Conditioning"",Pool,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door""}",25,1.0,Real Bed,1.0,1.0,1,moderate,2,t,f,1.0,f,22.54492916,114.0184038,1125,0,House,9.0,9.0,9.0,95.0,9.0,Private room,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,4,1,0,0,0,9,1,61,89.0
62,6,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",7,1.0,Real Bed,2.0,2.0,1,strict,2,t,t,1.0,f,22.55284245,113.9781549,14,54,Bed & Breakfast,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,4,3,0,2,0,1,0,62,165.0
63,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,""Hot Tub"",Heating}",29,1.0,Real Bed,1.0,1.0,1,moderate,1,t,t,1.0,f,22.55528033,113.9613925,1125,19,House,10.0,10.0,10.0,97.0,9.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4,1,0,2,0,9,0,63,115.0
64,12,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",29,2.5,Real Bed,6.0,8.0,2,strict,1,t,f,301.0,f,22.55859638,113.9655893,1125,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,4,3,0,0,0,9,0,64,909.0
65,4,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",29,1.0,Real Bed,1.0,1.0,1,strict,2,t,f,1.0,f,22.54827745,113.9939691,1125,2,Cabin,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,4,3,0,0,0,4,0,65,135.0
66,3,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),""Other pet(s)"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",13,1.0,Real Bed,0.0,1.0,1,moderate,2,t,f,1.0,f,22.51750542,114.0064164,1125,4,House,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,4,1,0,0,0,9,0,66,75.0
67,3,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher""}",20,1.0,Real Bed,1.0,2.0,1,moderate,3,t,t,1.0,t,22.49800707,114.0007941,7,38,House,10.0,10.0,10.0,96.0,9.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,2,1,9,0,67,145.0
68,2,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",27,1.0,Real Bed,1.0,1.0,1,moderate,2,t,f,1.0,f,22.56096683,113.9365849,1125,20,Apartment,10.0,10.0,10.0,100.0,10.0,Entire home/apt,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,4,1,0,0,0,0,0,68,125.0
69,6,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",30,2.0,Real Bed,3.0,3.0,1,moderate,1,t,f,1.0,f,22.55799435,114.045151,1125,1,House,10.0,10.0,8.0,91.0,8.0,Entire home/apt,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,4,1,0,0,0,9,0,69,350.0
70,2,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Other pet(s)"",""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",29,1.0,Real Bed,1.0,1.0,1,flexible,1,t,f,1.0,f,22.53991056,114.0195659,5,0,House,9.0,9.0,9.0,95.0,9.0,Entire home/apt,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,4,0,0,0,0,9,0,70,130.0
